"catalogNumber","recordNumber","source","surveyname","dateaccuracy","recordedBy","otherCatalogNumbers","reliabdesc","easting","northing","decimalLatitude","decimalLongitude","nsxcode","scientificName","family","vernacularName","eventRemarks","habitat","verbatimLocality","reservename","language","rightsHolder","datasetName","institutionCode","country","countryCode","stateProvince","kingdom","occurrenceStatus","basisOfRecord","verbatimEventDate","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimIdentification","eventDate","establishmentMeans","geodeticDatum","identificationVerificationStatus","organismQuantity","organismQuantityType"
"RVPU10212-4130","RVPU10212-4130","RV","","D","CLARK P.D. Peter | BEVAN K. Kirsty","","251-500m",582826,6198599,-34.3506219,135.9005942,"C01605","Acacia pycnantha","LEGUMINOSAE","Golden Wattle","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus petiolaris Low woodland","Mount Hope - Tumby Bay RD 2 km ESE of Yallunda Flat","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","16/11/98",-34.3506219,135.9005942,"decimal degrees","Acacia pycnantha","1998-11-16","native","EPSG:20253","verification required",,
"OPP673291-1","OPP673291-1","OP","YORKE DISTRICT AERIAL BOXTHORN CONTROL","D","BARR M. Max | ANDERSON T. Tim","","5-50m",712526,6107026,-35.15725,137.33326,"M02662","Lycium ferocissimum","SOLANACEAE","African Boxthorn","","","Point Davenport; Boxthorn control site - aerial application of Graslan herbicide","Point Davenport (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/5/15",-35.15725,137.33326,"decimal degrees","Lycium ferocissimum","2015-05-07","introduced","EPSG:20253","verified",1,"individuals"
"OPP630285-13","OPP630285-13","OP","IMPACT OF FIRE ON ORCHID POLLINATION-MLR","M","FAAST R. Renate","","5-50m",303016,6160647,-34.67723,138.8499,"Z02207","Calytrix tetragona","MYRTACEAE","Common Fringe-myrtle","Note: 2 forms: Bright green and pubescent dull green","","South Para Reservoir","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","30/11/13",-34.67723,138.8499,"decimal degrees","Calytrix tetragona","2013-11","native","EPSG:20254","verified",,
"OPP514855-20","OPP514855-20","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","WHITE T. Tanya | SEAMARK B. Ben","","251-500m",286334,6122192,-35.02037,138.65814,"C02405","Themeda triandra","GRAMINEAE","Kangaroo Grass","","","Belair S10 Prescribed Burn - Incident Number 201011005","Belair (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","22/10/09",-35.02037,138.65814,"decimal degrees","Themeda triandra","2009-10-22","native","EPSG:20254","verified",,
"OPP939225-6","OPP939225-6","OP","SCIENTIFIC PERMIT DATA - APPROVED","D","NORVAL G. Gerrut","","5-50m",347049,6249454,-33.88419,139.34608,"W02103","Sida intricata","MALVACEAE","Twiggy Sida","","","Roadside of Bundey Church Rd. Mid North","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","22/9/18",-33.88419,139.34608,"decimal degrees","Sida intricata","2018-09-22","native","EPSG:20254","verified",,
"SUP21230-138315","SUP21230-138315","SU","MURRAY WETL'D BASELINE RMCWMB 2004","D","PRIDER J.N. Jane | ENDERSBY D.S. David","","5-50m",478107,6215780,-34.19876,140.76237,"W01179","Einadia nutans ssp. nutans","CHENOPODIACEAE","Climbing Saltbush","","","Turn off the Sturt Highway onto the Old Sturt Highway west of the Paringa Bridge. Proceed west along the Old Sturt Highway for 1.5 km then turn left into track. Follow track around lagoons towards the river for 3.8 km. The quadrat is located in lignum shrubland approx. 100 m from the track adjacent","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","17/11/03",-34.19876,140.76237,"decimal degrees","Einadia nutans ssp. nutans","2003-11-17","native","EPSG:20254","verified",,
"OPP722286-1","OPP722286-1","OP","KANGAROO ISLAND FLORA - KI","D","HABY M. Michelle","","0-5m",723536,6041240,-35.74749,137.47212,"C02617","Prostanthera chlorantha","LABIATAE","Green Mintbush","","","Bomb Alley","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/12/16",-35.74749,137.47212,"decimal degrees","Prostanthera chlorantha","2016-12-09","native","EPSG:20253","verified",1,"individuals"
"SUP15844-6","SUP15844-6","SU","COASTAL DUNE & CLIFFTOP","D","TAYLOR R.S. Ron | MADDERN D.P. Don","","51-100m",591898,6149459,-34.79294,136.00454,"M02398","Trachymene pilosa","UMBELLIFERAE","Dwarf Trachymene","","","From southern end of beach head 50m to north along beach and follow alignment of rocky areas westerly approx 100m to get to site. Cross walking trail (behind NW trail) another 30m to west for site.","Lincoln (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","26/9/97",-34.79294,136.00454,"decimal degrees","Trachymene pilosa","1997-09-26","native","EPSG:20253","verified",,
"RVPE79911-1","RVPE79911-1","RV","","D","POUND L.M. Leanne | OBST C.S. Chris","","1-10km",406728,6161899,-34.68065313,139.9818227,"Q02216","Eucalyptus brachycalyx","MYRTACEAE","Gilja","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland","Waikerie RD 2.5 km ENE of Galga","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/7/04",-34.68065313,139.9818227,"decimal degrees","Eucalyptus brachycalyx","2004-07-27","native","EPSG:20254","verification required",,
"SUP15278-19-AD99830102","SUP15278-19-AD99830102","SU","UPPER MID NORTH","D","GRAHAM K.L. Kate | BARNES M.K. Merrilyn","AD99830102","5-50m",292998,6400426,-32.5142,138.79631,"A05288","Roepera angustifolia","ZYGOPHYLLACEAE","Scrambling Twinleaf","","","Take the Orroroo - Minburra road and drive approx 27km until you reach an intersection of 3 vehicle tracks. Continue for approx 1km and the site is located on the western side of the road - look for a large Euc. longifolia.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/10/96",-32.5142,138.79631,"decimal degrees","Roepera angustifolia","1996-10-23","native","EPSG:20254","verified",,
"RVPU42643-53030","RVPU42643-53030","RV","","D","CLARK P.D. Peter","","5-50m",297252,6122117,-35.0232879,138.7777026,"E10950","Austrostipa sp.","GRAMINEAE","Spear-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus obliqua Woodland","Goss (813) RD 1.2 km SSE of Bridgewater (suburb centre)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/7/01",-35.0232879,138.7777026,"decimal degrees","Austrostipa sp.","2001-07-19","native","EPSG:20254","verification required",,
"OPP742607-206","OPP742607-206","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","PICKETT M.I. Marcus","","501-1000m",293300,6144050,-34.82486,138.73985,"S00165","Rytidosperma caespitosum (NC)","GRAMINEAE","Common Wallaby-grass","cover/abundance = 1?","See other comments","Anstey Hill (NE Road) S20 B3 FIMS 122 (2 km W of Houghton)","Anstey Hill (RP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/2/18",-34.82486,138.73985,"decimal degrees","Rytidosperma caespitosum (NC)","2018-02-01","native","EPSG:20254","verified",,
"RVPO41744-180305","RVPO41744-180305","RV","","D","CLARK P.D. Peter | CLARK M.G. Moira","","501-1000m",312975,6133676,-34.92215892,138.9525316,"G02271","Eucalyptus viminalis ssp. viminalis","MYRTACEAE","Manna Gum","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus viminalis ssp. Open Forest","Sandy Water Hole URR 0.8 km ESE of Mount Charles East (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","11/5/01",-34.92215892,138.9525316,"decimal degrees","Eucalyptus viminalis ssp. viminalis","2001-05-11","native","EPSG:20254","verification required",,
"OPP799256-49","OPP799256-49","OP","BDBSA RESERVES DATABASE","D","KRAEHENBUEHL D.N. Darrell | LANG P.J. Peter","","501-1000m",273074,6310225,-33.32324,138.56216,"U05518","Wurmbea dioica ssp. dioica (NC)","LILIACEAE","Early Nancy","","**Birds** No information on file**Environmental Association** 1% (Appila = 3.3.16) * 4% (Clare = 3.3.13)**Hundred** 2% (Yangya)","YANGYA : 144","742 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/9/90",-33.32324,138.56216,"decimal degrees","Wurmbea dioica ssp. dioica (NC)","1990-09-27","native","EPSG:20254","verified",,
"RVPO39294-169837","RVPO39294-169837","RV","","D","TELFER W.R. Wendy","","101-250m",261263,6311949,-33.30514982,138.4358414,"K03913","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland and Herbland","Caltowie-Georgetown RD 4.3 km WSW of West Bundaleer","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","22/11/00",-33.30514982,138.4358414,"decimal degrees","Avena barbata","2000-11-22","introduced","EPSG:20254","verification required",,
"SUP1255-7","SUP1255-7","SU","MORIALTA CONS PARK (NPWS 1981)","D","NOT ENTERED - SEE ORIGINAL DATA  -","","51-100m",290807,6135683,-34.89974,138.71052,"Q01688","Hardenbergia violacea","LEGUMINOSAE","Native Lilac","","","","Morialta (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/12/77",-34.89974,138.71052,"decimal degrees","Hardenbergia violacea","1977-12-01","native","EPSG:20254","verified",,
"OPP934148-6","OPP934148-6","OP","SCIENTIFIC PERMIT DATA - APPROVED","D","BARRATT R.R. Rick | SINCLAIR KNIGHT MERZ SKM SKM Ecolog","","51-100m",680679,6626361,-30.48143,136.88232,"Q00412","Paractaenum novae-hollandiae ssp. reversum","GRAMINEAE","Barbed-wire Grass","","","Olympic Dam Airport","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","21/6/19",-30.48143,136.88232,"decimal degrees","Paractaenum novae-hollandiae ssp. reversum","2019-06-21","native","EPSG:20253","verified",,
"SUP14573-10","SUP14573-10","SU","COASTAL DUNE & CLIFFTOP","D","FURNER R.T. Bob | VOM BERG F.L. Fiona","","5-50m",647188,6019894,-35.95426,136.6321,"C03205","Ixodia achillaeoides ssp. alata","COMPOSITAE","Hills Daisy","","","From Sandy Creek carpark walk along track along creek to within 50m of creek outfall then head east up dune for 100m (bottom of dune is rocky).","Flinders Chase (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","6/9/96",-35.95426,136.6321,"decimal degrees","Ixodia achillaeoides ssp. alata","1996-09-06","native","EPSG:20253","verified",,
"RVPU18516-17157","RVPU18516-17157","RV","","D","COOLING M.P. Marcus | HOGBEN J.D. Jeremy","","251-500m",358156,6147854,-34.80168306,139.4493666,"Q00976","Duma florulenta","POLYGONACEAE","Lignum","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus largiflorens Woodland with shrubby understorey","McGormans RD 5.9 km NNE of Rocky Point","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/8/99",-34.80168306,139.4493666,"decimal degrees","Duma florulenta","1999-08-24","native","EPSG:20254","verification required",,
"OPP725592-22","OPP725592-22","OP","PADDOCK TREES PROJECT - TREES FOR LIFE","D","NEW B.D. Bill","","251-500m",317553,6132840,-34.93052,139.00244,"K00225","Briza minor","GRAMINEAE","Lesser Quaking-grass","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","29/11/16",-34.93052,139.00244,"decimal degrees","Briza minor","2016-11-29","introduced","EPSG:20254","verified",,
"SUP8810-20","SUP8810-20","SU","SOUTH EAST","D","MALCOLM L.A. Louise | MALCOLM I.A. Iain","","5-50m",464852,5938919,-36.69473,140.60654,"K03197","Hypochaeris radicata","COMPOSITAE","Rough Cat's Ear","","","See site KEP1102 for general location map. Two photos taken (due to end of film).","276 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","11/9/91",-36.69473,140.60654,"decimal degrees","Hypochaeris radicata","1991-09-11","introduced","EPSG:20254","verified",,
"OPP59893-1804753","OPP59893-1804753","OP","PAMS - PARK ASSET DATABASE","D","BREWER K. Kieran","","501-1000m",292110,6136564,-34.89207,138.72499,"M02486","Gomphocarpus cancellatus","ASCLEPIADACEAE","Broad-leaf Cotton-bush"," ; Reserve type= CP; Reserve Code= 30; PAMS_PARK_ID= 50;  ; Braun-Blanquet= 2; Location= 58; ; Date_Stamp= 29-Apr-03;","","","Morialta (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/12/03",-34.89207,138.72499,"decimal degrees","Gomphocarpus cancellatus","2003-12-09","introduced","EPSG:20254","verified",,
"RVPO97522-442549","RVPO97522-442549","RV","","D","CROFT S.J. Sonia | CROFT T.S. Tim","","",,,,,"K03913","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic grassland/herbland","Mickey Flat RD","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","20/1/20",,,"decimal degrees","Avena barbata","2020-01-20","introduced","","verification required",,
"OPP421595-211","OPP421595-211","OP","FORESTRY SA FLORA AND FAUNA RECORDS","D","PICKETT M.I. Marcus","","251-500m",301998,6155873,-34.72005,138.83767,"M00690","Lomandra sororia","LILIACEAE","Sword Mat-rush","Veg type 3","Veg type 1 - Eucalyptus goniocalyx ﾱ E. obliqua ﾱ  E.fasiculosa tall open mallee forest to mid open forest / sparse low trees /  ﾱ sparse mid grass-trees/shrubs/closed low shrubs / sparse low forbs.  Veg type 2 - E.goniocalyx E. obliqua mid woodland /  ﾱ sparse low trees / ﾱ tall shrubs open in pa","KE11 27.6 HA Kersbrook NFR","Kersbrook (NF)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/10/10",-34.72005,138.83767,"decimal degrees","Lomandra sororia","2010-10-07","native","EPSG:20254","verified",,
"OPP324857-1500243","OPP324857-1500243","OP","MLR GRID WEED SURVEYS (NPWSA)","D","TE T. Thai","","101-250m",290622,6137778,-34.88082,138.70902,"E01674","Eutaxia microphylla","LEGUMINOSAE","Common Eutaxia","BRAUN_BLANQUET_DENSITY = 3","","511","Black Hill (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","13/7/99",-34.88082,138.70902,"decimal degrees","Eutaxia microphylla","1999-07-13","native","EPSG:20254","verified",,
"OPP798364-21","OPP798364-21","OP","BDBSA RESERVES DATABASE","D","CARPENTER G.A. Graham | CROFT T.S. Tim","","251-500m",449551,5944636,-36.64251,140.43564,"U05006","Xanthorrhoea caespitosa","LILIACEAE","Sand-heath Yacca","","**Birds** White-winged Chough recorded 12/12/89E leucoxylon woodland - possibly rare for the South East region**Rem** 3%(Glen Roy)Environmental Association=Angle Rock(1.4.5)=2.8%","GLEN ROY : 218","489 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/12/89",-36.64251,140.43564,"decimal degrees","Xanthorrhoea caespitosa","1989-12-12","native","EPSG:20254","verified",,
